"","act","scene","speaker","n"
"63","[Tekst]","Scene 12","Terentia",1
"64","[Tekst]","Scene 12","Tutti",4
"65","[Tekst]","Scene 12",NA,22
"66","[Tekst]","Scene 13","",5
"67","[Tekst]","Scene 13","En af de fremmede",1
"68","[Tekst]","Scene 13","Fruen",2
"69","[Tekst]","Scene 13","Gert",3
"70","[Tekst]","Scene 13","Gunild",8
"71","[Tekst]","Scene 13","Henrik",46
"72","[Tekst]","Scene 13","Jeronimus",23
"73","[Tekst]","Scene 13","Jøden",15
"74","[Tekst]","Scene 13","Kokken",5
"75","[Tekst]","Scene 13","Leander",17
"76","[Tekst]","Scene 13","Leanders vært",1
"77","[Tekst]","Scene 13","Leonora",15
"78","[Tekst]","Scene 13","Pernille",8
"79","[Tekst]","Scene 13","Poeterne",11
"80","[Tekst]","Scene 13","Polidor",17
"81","[Tekst]","Scene 13","Sganarel",7
"82","[Tekst]","Scene 13","Vægterne",1
"83","[Tekst]","Scene 13","Værten",2
"84","[Tekst]","Scene 13",NA,27
"85","[Tekst]","Scene 14","3. kvinde",5
"86","[Tekst]","Scene 14","Gert",8
"87","[Tekst]","Scene 14","Jeronimus",5
"88","[Tekst]","Scene 14","Jøden",4
"89","[Tekst]","Scene 14","Leander",4
"90","[Tekst]","Scene 14","Leonora",8
"91","[Tekst]","Scene 14","Polyphemus",2
"92","[Tekst]","Scene 14","Sganarel",2
"93","[Tekst]","Scene 14",NA,5
"94","[Tekst]","Scene 15","1. filosof",2
"95","[Tekst]","Scene 15","2. filosof",2
"96","[Tekst]","Scene 15","3. filosof",5
"97","[Tekst]","Scene 15","Doktoren",4
"98","[Tekst]","Scene 15","Elvire",7
"99","[Tekst]","Scene 15","Jeronimus",6
"100","[Tekst]","Scene 15","Jøden",1
"101","[Tekst]","Scene 15","Mester Gert",6
"102","[Tekst]","Scene 15",NA,4
"103","[Tekst]","Scene 16","",2
"104","[Tekst]","Scene 16","1. filosof",1
"105","[Tekst]","Scene 16","2. filosof",1
"106","[Tekst]","Scene 16","3. filosof",1
"107","[Tekst]","Scene 16","Christoffer",3
"108","[Tekst]","Scene 16","Doktoren",3
"109","[Tekst]","Scene 16","En filosof",3
"110","[Tekst]","Scene 16","Gilbert",9
"111","[Tekst]","Scene 16","Gunild",10
"112","[Tekst]","Scene 16","Henrik",6
"113","[Tekst]","Scene 16","Officer",8
"114","[Tekst]","Scene 16","Polyphemus",4
"115","[Tekst]","Scene 16","Tutti",4
"116","[Tekst]","Scene 16",NA,4
"117","[Tekst]","Scene 17","1. kvinde",1
"118","[Tekst]","Scene 17","2. kvinde",1
"119","[Tekst]","Scene 17","3. kvinde",2
"120","[Tekst]","Scene 17","Christoffer",5
"121","[Tekst]","Scene 17","Gilbert",5
"122","[Tekst]","Scene 17","Henrik",16
"123","[Tekst]","Scene 17","Jøden",11
"124","[Tekst]","Scene 17","Korporal",2
"125","[Tekst]","Scene 17","Leander",2
"126","[Tekst]","Scene 17","Officer",14
"127","[Tekst]","Scene 17","Pernille",3
"128","[Tekst]","Scene 17","Polyphemus",2
"129","[Tekst]","Scene 17","Sganarel",1
"130","[Tekst]","Scene 17",NA,7
"131","[Tekst]","Scene 18","",2
"132","[Tekst]","Scene 18","Christoffer",2
"133","[Tekst]","Scene 18","Elvire",14
"134","[Tekst]","Scene 18","Gert",11
"135","[Tekst]","Scene 18","Jeronimus",6
"136","[Tekst]","Scene 18","Mester Gert",2
"137","[Tekst]","Scene 18","Officer",24
"138","[Tekst]","Scene 18","Tobias",12
"139","[Tekst]","Scene 18",NA,4
"140","[Tekst]","Scene 19","Gert",9
"141","[Tekst]","Scene 19","Gunild",10
"142","[Tekst]","Scene 19","Jeronimus",2
"143","[Tekst]","Scene 19","Officer",2
"144","[Tekst]","Scene 19",NA,3
"145","[Tekst]","Scene 2","Filosoffen",2
"146","[Tekst]","Scene 2","Henrik",17
"147","[Tekst]","Scene 2","Hyacinthe",10
"148","[Tekst]","Scene 2","Jøden",9
"149","[Tekst]","Scene 2","Leander",19
"150","[Tekst]","Scene 2","Leonard",4
"151","[Tekst]","Scene 2","Leonora",2
"152","[Tekst]","Scene 2","Oldfux",8
"153","[Tekst]","Scene 2","Pernille",8
"154","[Tekst]","Scene 2","Schumacher",5
"155","[Tekst]","Scene 2","Sganarel",10
"156","[Tekst]","Scene 2",NA,7
"157","[Tekst]","Scene 20","Christoffer",2
"158","[Tekst]","Scene 20","Elvire",8
"159","[Tekst]","Scene 20","Fruen",1
"160","[Tekst]","Scene 20","Henrik",1
"161","[Tekst]","Scene 20","Jeronimus",9
"162","[Tekst]","Scene 20","Leonard",3
"163","[Tekst]","Scene 20","Officer",10
"164","[Tekst]","Scene 20",NA,7
"165","[Tekst]","Scene 21","Elvire",5
"166","[Tekst]","Scene 21","Fruen",4
"167","[Tekst]","Scene 21","Henrik",8
"168","[Tekst]","Scene 21","Hyacinthe",1
"169","[Tekst]","Scene 21","Jeronimus",4
"170","[Tekst]","Scene 21","Jøden",7
"171","[Tekst]","Scene 21","Leander",3
"172","[Tekst]","Scene 21","Leonard",3
"173","[Tekst]","Scene 21","Officer",2
"174","[Tekst]","Scene 21","Pernille",3
"175","[Tekst]","Scene 21",NA,5
"176","[Tekst]","Scene 22","Gottard",1
"177","[Tekst]","Scene 22","Leonard",2
"178","[Tekst]","Scene 22","Leonora",2
"179","[Tekst]","Scene 22",NA,1
"180","[Tekst]","Scene 23","Mester Gert",3
"181","[Tekst]","Scene 24","Gert",13
"182","[Tekst]","Scene 24","Notarius",12
"183","[Tekst]","Scene 24",NA,3
"184","[Tekst]","Scene 25","Gert",22
"185","[Tekst]","Scene 25","Gilbert",4
"186","[Tekst]","Scene 25","Gottard",10
"187","[Tekst]","Scene 25","Leonora",7
"188","[Tekst]","Scene 25","Mester Gert",5
"189","[Tekst]","Scene 25","Pernille",7
"190","[Tekst]","Scene 25",NA,2
"191","[Tekst]","Scene 3","Filosoffen",4
"192","[Tekst]","Scene 3","Henrik",19
"193","[Tekst]","Scene 3","Jøden",12
"194","[Tekst]","Scene 3","Laurentia",4
"195","[Tekst]","Scene 3","Leander",6
"196","[Tekst]","Scene 3","Leonard",4
"197","[Tekst]","Scene 3","Leonora",28
"198","[Tekst]","Scene 3","Mademoiselle Hiort",5
"199","[Tekst]","Scene 3","Pernille",19
"200","[Tekst]","Scene 3","Polidor",4
"201","[Tekst]","Scene 3","Schumacher",8
"202","[Tekst]","Scene 3","Sganarel",11
"203","[Tekst]","Scene 3",NA,7
"204","[Tekst]","Scene 4","Filosoffen",11
"205","[Tekst]","Scene 4","Hammer",8
"206","[Tekst]","Scene 4","Henrik",13
"207","[Tekst]","Scene 4","Jeronimus",6
"208","[Tekst]","Scene 4","Jøden",10
"209","[Tekst]","Scene 4","Leonora",14
"210","[Tekst]","Scene 4","Mademoiselle Hiort",5
"211","[Tekst]","Scene 4","Pernille",12
"212","[Tekst]","Scene 4","Polidor",7
"213","[Tekst]","Scene 4","Schumacher",2
"214","[Tekst]","Scene 4","Sganarel",14
"215","[Tekst]","Scene 4","Sganarel (sagte)",2
"216","[Tekst]","Scene 4","Terentia",4
"217","[Tekst]","Scene 4",NA,9
"218","[Tekst]","Scene 5","",1
"219","[Tekst]","Scene 5","Filosoffen",7
"220","[Tekst]","Scene 5","Gunild",1
"221","[Tekst]","Scene 5","Henrik",9
"222","[Tekst]","Scene 5","Jeronimus",25
"223","[Tekst]","Scene 5","Kirsten",20
"224","[Tekst]","Scene 5","Leander",4
"225","[Tekst]","Scene 5","Leonora",16
"226","[Tekst]","Scene 5","Pernille",9
"227","[Tekst]","Scene 5","Pernille.",1
"228","[Tekst]","Scene 5","Polidor",13
"229","[Tekst]","Scene 5","Sganarel",7
"230","[Tekst]","Scene 5","Terentia",16
"231","[Tekst]","Scene 5",NA,15
"232","[Tekst]","Scene 6","Astrologus",8
"233","[Tekst]","Scene 6","Gilbert",7
"234","[Tekst]","Scene 6","Gunild",4
"235","[Tekst]","Scene 6","Henrik",7
"236","[Tekst]","Scene 6","Jøden",1
"237","[Tekst]","Scene 6","Laurentia",2
"238","[Tekst]","Scene 6","Leander",2
"239","[Tekst]","Scene 6","Leonora",8
"240","[Tekst]","Scene 6","Oldfux",18
"241","[Tekst]","Scene 6","Pernille",7
"242","[Tekst]","Scene 6","Polidor",18
"243","[Tekst]","Scene 6","Sganarel",5
"244","[Tekst]","Scene 6",NA,5
"245","[Tekst]","Scene 7","Elsebet",3
"246","[Tekst]","Scene 7","Filosoffen",15
"247","[Tekst]","Scene 7","Fruen",14
"248","[Tekst]","Scene 7","Gert",2
"249","[Tekst]","Scene 7","Gunild",2
"250","[Tekst]","Scene 7","Henrik",25
"251","[Tekst]","Scene 7","Jeronimus",12
"252","[Tekst]","Scene 7","Kirsten",3
"253","[Tekst]","Scene 7","Leonora",2
"254","[Tekst]","Scene 7","Magdelone",11
"255","[Tekst]","Scene 7","Pernille",11
"256","[Tekst]","Scene 7","Sganarel",14
"257","[Tekst]","Scene 7",NA,7
"258","[Tekst]","Scene 8","Elsebet",9
"259","[Tekst]","Scene 8","Elvire",11
"260","[Tekst]","Scene 8","Gert",18
"261","[Tekst]","Scene 8","Henrik",3
"262","[Tekst]","Scene 8","Jeronimus",15
"263","[Tekst]","Scene 8","Kirsten",21
"264","[Tekst]","Scene 8","Leander",28
"265","[Tekst]","Scene 8","Magdelone",10
"266","[Tekst]","Scene 8","Oldfux",15
"267","[Tekst]","Scene 8","Pernille",8
"268","[Tekst]","Scene 8","Polidor",9
"269","[Tekst]","Scene 8","Sganarel",15
"270","[Tekst]","Scene 8","Svenden",8
"271","[Tekst]","Scene 8","Terentia",18
"272","[Tekst]","Scene 8",NA,13
"273","[Tekst]","Scene 9","1. kvinde",9
"274","[Tekst]","Scene 9","2. kvinde",9
"275","[Tekst]","Scene 9","3. kvinde",12
"276","[Tekst]","Scene 9","Arv",6
"277","[Tekst]","Scene 9","Gert",3
"278","[Tekst]","Scene 9","Henrik",13
"279","[Tekst]","Scene 9","Jesper",2
"280","[Tekst]","Scene 9","Kirsten",3
"281","[Tekst]","Scene 9","Leander",6
"282","[Tekst]","Scene 9","Magdelone",2
"283","[Tekst]","Scene 9","Oldfux",2
"284","[Tekst]","Scene 9","Pernille",6
"285","[Tekst]","Scene 9","Sganarel",4
"286","[Tekst]","Scene 9","Soldaten",11
"287","[Tekst]","Scene 9","Terentia",1
"288","[Tekst]","Scene 9",NA,9
"289","Anden akt","Scene 1","",13
"290","Anden akt","Scene 1","Aesculapius",14
"291","Anden akt","Scene 1","Ammen",3
"292","Anden akt","Scene 1","Anne",4
"293","Anden akt","Scene 1","Antonius",7
"294","Anden akt","Scene 1","Arv",3
"295","Anden akt","Scene 1","Barselskvinden",7
"296","Anden akt","Scene 1","Chilian",4
"297","Anden akt","Scene 1","Christoffer",1
"298","Anden akt","Scene 1","Corfitz",9
"299","Anden akt","Scene 1","Den usynlige",14
"300","Anden akt","Scene 1","Don Ranudo",12
"301","Anden akt","Scene 1","Donna Olympia",6
"302","Anden akt","Scene 1","Dorothea",2
"303","Anden akt","Scene 1","Drengen",1
"304","Anden akt","Scene 1","Elsebet",6
"305","Anden akt","Scene 1","En anden dreng",2
"306","Anden akt","Scene 1","En mand",2
"307","Anden akt","Scene 1","En pige",2
"308","Anden akt","Scene 1","Eraste",9
"309","Anden akt","Scene 1","Frantz",1
"310","Anden akt","Scene 1","Frantz Knivsmed",1
"311","Anden akt","Scene 1","Frantz Parykmager",2
"312","Anden akt","Scene 1","Gert Buntmager",3
"313","Anden akt","Scene 1","Gunild",1
"314","Anden akt","Scene 1","Harlekin",15
"315","Anden akt","Scene 1","Henrik",66
"316","Anden akt","Scene 1","Herman",6
"317","Anden akt","Scene 1","Indenfor",7
"318","Anden akt","Scene 1","Jeppe",9
"319","Anden akt","Scene 1","Jeronimus",17
"320","Anden akt","Scene 1","Jesper",9
"321","Anden akt","Scene 1","Jesper.",1
"322","Anden akt","Scene 1","Lakajerne",1
"323","Anden akt","Scene 1","Leander",25
"324","Anden akt","Scene 1","Leerbeutel",7
"325","Anden akt","Scene 1","Leonora",16
"326","Anden akt","Scene 1","Leonore",18
"327","Anden akt","Scene 1","Manden",3
"328","Anden akt","Scene 1","Marthe",1
"329","Anden akt","Scene 1","Montanus",5
"330","Anden akt","Scene 1","Ovidius",1
"331","Anden akt","Scene 1","Pedro",11
"332","Anden akt","Scene 1","Peer",4
"333","Anden akt","Scene 1","Pernille",39
"334","Anden akt","Scene 1","Plutus",12
"335","Anden akt","Scene 1","Richart Børstenbinder",2
"336","Anden akt","Scene 1","Roland",2
"337","Anden akt","Scene 1","Sivert",2
"338","Anden akt","Scene 1","Sivert Posekigger",3
"339","Anden akt","Scene 1","Sparenborg",13
"340","Anden akt","Scene 1","Studenstrup",35
"341","Anden akt","Scene 1","Tutti",1
"342","Anden akt","Scene 1","Tyboe",10
"343","Anden akt","Scene 1","Vielgeschrey",22
"344","Anden akt","Scene 1","Værten",10
"345","Anden akt","Scene 1",NA,45
"346","Anden akt","Scene 10","Barselskvinden",7
"347","Anden akt","Scene 10","Barselsqvinde",1
"348","Anden akt","Scene 10","Henrik",4
"349","Anden akt","Scene 10","Lucretia",12
"350","Anden akt","Scene 10","Oldfux",21
"351","Anden akt","Scene 10","Pernille",15
"352","Anden akt","Scene 10","Stine",9
"353","Anden akt","Scene 10","Vielgeschrey",20
"354","Anden akt","Scene 10",NA,5
"355","Anden akt","Scene 11","Abelone",7
"356","Anden akt","Scene 11","Barselskvinden",2
"357","Anden akt","Scene 11","Christine",6
"358","Anden akt","Scene 11","Corfitz",2
"359","Anden akt","Scene 11","Cristine",1
"360","Anden akt","Scene 11","Henrik",4
"361","Anden akt","Scene 11","Lakajen",2
"362","Anden akt","Scene 11","Lucretia",14
"363","Anden akt","Scene 11","Pernille",12
"364","Anden akt","Scene 11",NA,8
"365","Anden akt","Scene 12","Barselskvinden",12
"366","Anden akt","Scene 12","Eraste (alene)",3
"367","Anden akt","Scene 12","Geske",17
"368","Anden akt","Scene 12",NA,2
"369","Anden akt","Scene 13","Christopher",12
"370","Anden akt","Scene 13","Ellen",1
"371","Anden akt","Scene 13","Eraste",13
"372","Anden akt","Scene 13","Karen",3
"373","Anden akt","Scene 13",NA,2
"374","Anden akt","Scene 14","Apicius",13
"375","Anden akt","Scene 14","Apicius (",2
"376","Anden akt","Scene 14","Barselskonen",2
"377","Anden akt","Scene 14","Barselskvinden",1
"378","Anden akt","Scene 14","Christopher",16
"379","Anden akt","Scene 14","Corfitz",4
"380","Anden akt","Scene 14",NA,3
"381","Anden akt","Scene 15","Christopher",7
"382","Anden akt","Scene 15","Eraste",8
"383","Anden akt","Scene 15",NA,1
"384","Anden akt","Scene 16","2. musikant",1
"385","Anden akt","Scene 16","Lucretia",6
"386","Anden akt","Scene 16","Musikant",12
"387","Anden akt","Scene 16","Petronius",18
"388","Anden akt","Scene 16",NA,5
"389","Anden akt","Scene 2","",13
"390","Anden akt","Scene 2","1. dame",15
"391","Anden akt","Scene 2","1. madame",1
"392","Anden akt","Scene 2","1. vært",5
"393","Anden akt","Scene 2","2. dame",10
"394","Anden akt","Scene 2","2. madame",1
"395","Anden akt","Scene 2","2. vært",5
"396","Anden akt","Scene 2","Anføreren",19
"397","Anden akt","Scene 2","Apicius",3
"398","Anden akt","Scene 2","Arv",5
"399","Anden akt","Scene 2","Barselskvinden",12
"400","Anden akt","Scene 2","Chilian",25
"401","Anden akt","Scene 2","Davus",3
"402","Anden akt","Scene 2","Don Ranudo",7
"403","Anden akt","Scene 2","Donna Olympia",3
"404","Anden akt","Scene 2","En anden vært",2
"405","Anden akt","Scene 2","Erik",2
"406","Anden akt","Scene 2","Espen",8
"407","Anden akt","Scene 2","Gert",1
"408","Anden akt","Scene 2","Gert Bundtmager",1
"409","Anden akt","Scene 2","Gert Buntmager",1
"410","Anden akt","Scene 2","Geske",6
"411","Anden akt","Scene 2","Gilbert",6
"412","Anden akt","Scene 2","Gottfried",38
"413","Anden akt","Scene 2","Gunild",4
"414","Anden akt","Scene 2","Harlekin",2
"415","Anden akt","Scene 2","Henrik",113
"416","Anden akt","Scene 2","Herman",11
"417","Anden akt","Scene 2","Jacob",36
"418","Anden akt","Scene 2","Jeppe",9
"419","Anden akt","Scene 2","Jeronimus",14
"420","Anden akt","Scene 2","Jesper",36
"421","Anden akt","Scene 2","Kammertjener",1
"422","Anden akt","Scene 2","Kammertjeneren",9
"423","Anden akt","Scene 2","Lakajen",5
"424","Anden akt","Scene 2","Lars",6
"425","Anden akt","Scene 2","Leander",44
"426","Anden akt","Scene 2","Leerbeutel",7
"427","Anden akt","Scene 2","Lenader",1
"428","Anden akt","Scene 2","Leonard",8
"429","Anden akt","Scene 2","Leonora",8
"430","Anden akt","Scene 2","Marthe",10
"431","Anden akt","Scene 2","Montanus",29
"432","Anden akt","Scene 2","Octavius",5
"433","Anden akt","Scene 2","Oldfux",5
"434","Anden akt","Scene 2","Olympia",1
"435","Anden akt","Scene 2","Ovidius",3
"436","Anden akt","Scene 2","Pedro",7
"437","Anden akt","Scene 2","Peer",6
"438","Anden akt","Scene 2","Pernille",5
"439","Anden akt","Scene 2","Philocyne",1
"440","Anden akt","Scene 2","Plutus",2
"441","Anden akt","Scene 2","Ranudo",1
"442","Anden akt","Scene 2","Republikken",37
"443","Anden akt","Scene 2","Skriveren",46
"444","Anden akt","Scene 2","Skrædderen",2
"445","Anden akt","Scene 2","Sparenborg",13
"446","Anden akt","Scene 2","Studenstrup",8
"447","Anden akt","Scene 2","Terentia",14
"448","Anden akt","Scene 2","Trojaneren",25
"449","Anden akt","Scene 2","Tyboe",40
"450","Anden akt","Scene 2","Tyboe.",1
"451","Anden akt","Scene 2","Vielgeschrey",15
"452","Anden akt","Scene 2","Værten",6
"453","Anden akt","Scene 2",NA,49
"454","Anden akt","Scene 3","",4
"455","Anden akt","Scene 3","1. dame",13
"456","Anden akt","Scene 3","1. doktor",7
"457","Anden akt","Scene 3","1. madame",1
"458","Anden akt","Scene 3","2. dame",12
"459","Anden akt","Scene 3","2. doktor",7
"460","Anden akt","Scene 3","2. madame",1
"461","Anden akt","Scene 3","Anne",2
"462","Anden akt","Scene 3","Anne Kandestøbers",2
"463","Anden akt","Scene 3","Antonius",3
"464","Anden akt","Scene 3","Apicius",36
"465","Anden akt","Scene 3","Arv",7
"466","Anden akt","Scene 3","Barselskvinden",15
"467","Anden akt","Scene 3","Chilian",3
"468","Anden akt","Scene 3","Cosmoligoreus",31
"469","Anden akt","Scene 3","Davus",7
"470","Anden akt","Scene 3","Doktor",5
"471","Anden akt","Scene 3","Don Ranudo",8
"472","Anden akt","Scene 3","Donna Olympia",10
"473","Anden akt","Scene 3","Dorothea",5
"474","Anden akt","Scene 3","Elsebet",4
"475","Anden akt","Scene 3","Espen",8
"476","Anden akt","Scene 3","Frantz",7
"477","Anden akt","Scene 3","Frantz Knivsmed",2
"478","Anden akt","Scene 3","Gert",18
"479","Anden akt","Scene 3","Gert Buntmager",4
"480","Anden akt","Scene 3","Gunild",6
"481","Anden akt","Scene 3","Helene",22
"482","Anden akt","Scene 3","Henrik",133
"483","Anden akt","Scene 3","Herman",14
"484","Anden akt","Scene 3","Holophernes",2
"485","Anden akt","Scene 3","Isabella",14
"486","Anden akt","Scene 3","Jacob",2
"487","Anden akt","Scene 3","Jeppe",24
"488","Anden akt","Scene 3","Jeronimus",78
"489","Anden akt","Scene 3","Kammertjeneren",6
"490","Anden akt","Scene 3","Leander",39
"491","Anden akt","Scene 3","Leander og Oldfux",1
"492","Anden akt","Scene 3","Leerbeutel",9
"493","Anden akt","Scene 3","Leonard",13
"494","Anden akt","Scene 3","Leonora",5
"495","Anden akt","Scene 3","Madame Ståbi",8
"496","Anden akt","Scene 3","Magdelone",7
"497","Anden akt","Scene 3","Marthe",10
"498","Anden akt","Scene 3","Montanus",22
"499","Anden akt","Scene 3","Nille",11
"500","Anden akt","Scene 3","Octavius",2
"501","Anden akt","Scene 3","Oldfux",3
"502","Anden akt","Scene 3","Olympia",1
"503","Anden akt","Scene 3","Ovidius",4
"504","Anden akt","Scene 3","Pedro",3
"505","Anden akt","Scene 3","Pernille",15
"506","Anden akt","Scene 3","Petronius",28
"507","Anden akt","Scene 3","Philemon",18
"508","Anden akt","Scene 3","Philocyne",5
"509","Anden akt","Scene 3","Richart",2
"510","Anden akt","Scene 3","Roland",2
"511","Anden akt","Scene 3","Roland.",1
"512","Anden akt","Scene 3","Sivert",1
"513","Anden akt","Scene 3","Sivert Posekigger",1
"514","Anden akt","Scene 3","Skriveren",22
"515","Anden akt","Scene 3","Terentia",10
"516","Anden akt","Scene 3","Tutti",2
"517","Anden akt","Scene 3","Ulysses",4
"518","Anden akt","Scene 3","Vielgeschrey",14
"519","Anden akt","Scene 3","Værten",6
"520","Anden akt","Scene 3",NA,49
"521","Anden akt","Scene 4","Abelone",17
"522","Anden akt","Scene 4","Anne",5
"523","Anden akt","Scene 4","Antonius",9
"524","Anden akt","Scene 4","Apicius",27
"525","Anden akt","Scene 4","Arv",16
"526","Anden akt","Scene 4","Baronen",42
"527","Anden akt","Scene 4","Barselskvinden",5
"528","Anden akt","Scene 4","Chilian",5
"529","Anden akt","Scene 4","Cosmoligoreus",16
"530","Anden akt","Scene 4","Den usynlige",10
"531","Anden akt","Scene 4","Diogenes",5
"532","Anden akt","Scene 4","Dobre Podolsky",8
"533","Anden akt","Scene 4","Don Ranudo",7
"534","Anden akt","Scene 4","Donna Olympia",5
"535","Anden akt","Scene 4","Ephraim",14
"536","Anden akt","Scene 4","Espen",8
"537","Anden akt","Scene 4","Gert",15
"538","Anden akt","Scene 4","Gert Westphaler",1
"539","Anden akt","Scene 4","Hadersleveren",10
"540","Anden akt","Scene 4","Henrik",143
"541","Anden akt","Scene 4","Jeppe",5
"542","Anden akt","Scene 4","Jeronimus",84
"543","Anden akt","Scene 4","Leander",75
"544","Anden akt","Scene 4","Leerbeutel",1
"545","Anden akt","Scene 4","Leonora",12
"546","Anden akt","Scene 4","Leonore",10
"547","Anden akt","Scene 4","Nille",4
"548","Anden akt","Scene 4","Pedro",14
"549","Anden akt","Scene 4","Pernille",50
"550","Anden akt","Scene 4","Petronius",8
"551","Anden akt","Scene 4","Philemon",6
"552","Anden akt","Scene 4","Philocyne",4
"553","Anden akt","Scene 4","Skyldenborg",5
"554","Anden akt","Scene 4","Vielgeschrey",11
"555","Anden akt","Scene 4",NA,25
"556","Anden akt","Scene 5","1. pige",34
"557","Anden akt","Scene 5","2. pige",11
"558","Anden akt","Scene 5","2.pige",1
"559","Anden akt","Scene 5","Anne",3
"560","Anden akt","Scene 5","Antonius",2
"561","Anden akt","Scene 5","Barselskvinden",5
"562","Anden akt","Scene 5","Chilian",8
"563","Anden akt","Scene 5","Cosmoligoreus",5
"564","Anden akt","Scene 5","Elsebet",3
"565","Anden akt","Scene 5","Gert",2
"566","Anden akt","Scene 5","Helene",9
"567","Anden akt","Scene 5","Henrik",31
"568","Anden akt","Scene 5","Ingeborg",8
"569","Anden akt","Scene 5","Jacob",14
"570","Anden akt","Scene 5","Jeppe",6
"571","Anden akt","Scene 5","Jeronimus",18
"572","Anden akt","Scene 5","Juveleren",11
"573","Anden akt","Scene 5","Leander",40
"574","Anden akt","Scene 5","Leerbeutel",9
"575","Anden akt","Scene 5","Leonard",16
"576","Anden akt","Scene 5","Leonora",9
"577","Anden akt","Scene 5","Leonore",3
"578","Anden akt","Scene 5","Lucretia",16
"579","Anden akt","Scene 5","Magdelone",17
"580","Anden akt","Scene 5","Nille",3
"581","Anden akt","Scene 5","Oldfux",4
"582","Anden akt","Scene 5","Pernille",39
"583","Anden akt","Scene 5","Pernille (grædende)",1
"584","Anden akt","Scene 5","Petronius",6
"585","Anden akt","Scene 5","Philocyne",3
"586","Anden akt","Scene 5","Polidor",1
"587","Anden akt","Scene 5","Polidorus",1
"588","Anden akt","Scene 5","Rosiflengius",3
"589","Anden akt","Scene 5","Studenstrup",13
"590","Anden akt","Scene 5",NA,23
"591","Anden akt","Scene 6","",3
"592","Anden akt","Scene 6","1. rådsherre",12
"593","Anden akt","Scene 6","2. rådsherre",1
"594","Anden akt","Scene 6","Arianke",20
"595","Anden akt","Scene 6","Arv",5
"596","Anden akt","Scene 6","Barselskvinden",23
"597","Anden akt","Scene 6","Chilian",3
"598","Anden akt","Scene 6","Corfitz",6
"599","Anden akt","Scene 6","Den usynlige",12
"600","Anden akt","Scene 6","Diogenes",2
"601","Anden akt","Scene 6","Elsebet",3
"602","Anden akt","Scene 6","Eraste",13
"603","Anden akt","Scene 6","Harlekin",25
"604","Anden akt","Scene 6","Henrik",42
"605","Anden akt","Scene 6","Haagen",11
"606","Anden akt","Scene 6","Jeronimus",57
"607","Anden akt","Scene 6","Leander",2
"608","Anden akt","Scene 6","Leerbeutel",15
